0,true,prediction by hmm,prediction with our model,sentence
37,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['in', 'the', 'sections', 'to', 'follow', 'the', 'stark', 'question', 'is', 'therefore', 'put', 'is', 'the', 'probation', 'service', 'in', 'the', 'business', 'of', 'inflicting', 'pain', '?', 'and', 'the', 'answer', 'which', 'unfolds', 'may', 'be', 'summarized', 'no', ',', 'because', 'it', 'neither', 'aspires', 'nor', 'wishes', 'to', '!']"
38,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['in', 'the', 'second', 'half', 'of', 'the', 'session', ',', 'course', 'leaders', 'sponsor', 'participants', 'to', 'an', 'evening', 'at', 'the', 'pub', 'for', 'the', 'purpose', 'of', 'practising', 'drinking', 'skills', 'and', 'purchasing', 'non-alcoholic', 'drinks', '.']"
39,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'woman', 'was', 'adventurous', 'and', 'ambitious', ':', 'such', 'pilots', 'did', 'not', 'live', 'long', '.']"
40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['she', 'turned', 'over', 'and', 'lay', 'on', 'top', 'of', 'him', ',', 'trying', 'to', 'pin', 'him', 'down', 'with', 'her', 'own', 'slight', 'weight', ',', 'and', 'he', 'began', 'to', 'fondle', 'her', 'and', 'she', 'him', ',', 'and', 'almost', 'at', 'once', 'they', 'were', 'making', 'love', 'again', '.']"
41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]","['it', 'seems', 'worth', 'stating', 'at', 'the', 'outset', 'that', 'there', 'are', 'two', 'ways', 'geographical', 'research', 'in', 'this', 'general', 'area', 'can', 'proceed', '.']"
42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['he', 'recognized', 'the', 'blaney', 'children', ',', 'met', 'once', 'before', 'with', 'their', 'mother', 'walking', 'along', 'the', 'beach', '.']"
43,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['well', ',', 'i', 'seem', 'to', 'recall', 'a', 'london', 'gallery', 'exhibiting', 'a', 'pile', 'of', 'rubbish', ',', 'which', 'was', 'considered', 'valid', 'art', 'by', 'the', 'proprietors', 'and', 'drew', 'a', 'large', 'attendance', '.']"
44,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","['when', 'a', 'vacancy', 'arose', 'within', 'this', 'group', 'of', 'social', 'workers', 'in', '1983', 'it', 'was', 'decided', 'to', 'appoint', 'someone', 'specialising', 'in', 'work', 'with', 'under', 'fives', 'with', 'special', 'needs', '.']"
45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","['tim', 'erm', 'licked', 'your', 'knife', ',', 'right', 'can', 'we', 'erm', 'have', 'a', 'i', ""'ve"", 'got', 'to', 'go', 'in', 'a', 'minute', '.']"
46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['and', 'when', 'he', 'had', 'undone', 'her', 'gown', ',', 'and', 'had', 'difficulty', 'in', 'lifting', 'it', 'over', 'her', 'head', ',', 'she', 'raised', 'herself', 'from', 'the', 'pillow', 'and', 'helped', 'him', 'to', 'take', 'it', 'off', '.']"
47,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['i', 'told', 'northcliffe', 'that', 'if', 'his', 'people', 'would', 'make', 'enquiries', 'at', 'our', 'central', 'office', ',', 'he', 'would', 'find', 'that', 'our', 'nightly', 'regiment', 'of', 'speakers', 'was', 'at', 'least', 'as', 'well', 'worth', 'reporting', 'as', 'the', 'radical', 'contingent', ',', 'but', 'that', 'i', 'realized', 'that', 'from', 'the', 'press', 'point', 'of', 'view', ',', 'no', 'doubt', ',', 'our', 'speakers', 'did', 'not', 'play', 'up', 'to', 'the', 'reporters', 'by>', 'handing', 'them', 'their', 'speeches', 'in', 'advance', ',', 'and', 'by', 'other', 'tricks', 'of', 'the', 'kind', 'to', 'which', 'the', 'radical', 'orators', 'have', 'recourse', '.']"
48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['attention', 'should', 'be', 'drawn', 'to', 'the', 'three', 'annual', 'reports', 'of', 'the', 'hazardous', 'waste', 'inspectorate', '(', 'now', 'merged', 'with', 'other', 'branches', 'of', 'the', 'doe', 'to', 'form', 'her', 'majesty', ""'s"", 'inspectorate', 'of', 'pollution', ')', '.']"
49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['the', 'social', 'services', 'department', 'also', 'provided', 'thirteen', 'short-term', 'and', 'long-term', 'residential', 'units', 'for', 'children', 'in', 'care', '(', 'by', '1988', 'their', 'number', 'had', 'been', 'reduced', 'to', 'eleven', ')', ',', 'none', 'with', 'wheelchair', 'access', 'and', 'only', 'one', 'with', 'any', 'experience', 'of', 'caring', 'for', 'children', 'with', 'learning', 'difficulties', '.']"
50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['erm', 'well', 'no', 'all', 'i', 'know', 'is', 'but', 'they', 'did', ""n't"", 'actually', ',', 'but', 'i', 'mean', 'yeah', 'they', 'put', 'it', 'together', '.']"
51,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['high', 'arched', 'walls', 'of', 'pale', ',', 'honey-coloured', 'stone', 'were', 'hung', 'with', 'bluish-green', 'tapestries', ';', 'around', 'the', 'big', 'stone', 'fireplace', ',', 'where', 'logs', 'burned', 'in', 'winter', ',', 'stood', 'sofas', 'covered', 'in', 'the', 'blues', 'and', 'greens', 'of', 'the', 'tapestries', ';', 'here', 'and', 'there', 'were', 'lamps', ',', 'flowers', ',', 'books', ',', 'and', 'piles', 'of', 'parlour', 'games', '.']"
52,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['the', 'government', ""'s"", 'record', 'on', 'unemployment', 'was', 'a', 'heavily', 'politicized', 'issue', ',', 'and', 'just', 'as', 'in', '1981', 'it', 'vehemently', 'denied', 'any', 'responsibility', 'for', 'the', 'riots', 'through', 'its', 'pursuit', 'of', 'free-market', 'policies', '.']"
53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mr', 'cook', 'argued', 'that', '10', 'years', 'of', 'thatcherism', 'had', 'been', 'forced', 'on', 'most', 'people', ',', 'who', 'had', 'never', 'voted', 'conservative', ',', 'and', 'that', 'many', 'of', 'those', 'who', 'opposed', 'pr', 'in', 'the', 'labour', 'party', 'wanted', 'to', 'use', 'the', 'same', 'undemocratic', 'power', 'to', 'ram', 'socialism', 'down', 'the', 'throats', 'of', 'a', 'majority', 'who', 'did', ""n't"", 'vote', 'for', 'it', '.']"
54,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['such', 'techniques', 'are', 'now', 'standard', 'in', 'environmental', 'science', '(', 'see', 'streit', '1981', 'for', 'an', 'application', 'to', 'rainfall', 'monitoring', ')', 'and', 'need', 'to', 'be', 'promoted', 'vigorously', 'in', 'hazard', 'studies', '(', 'estes', 'et', 'al.', '1987', ')', '.']"
55,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'picture', 'painted', 'by', 'the', 'commission', ""'s"", 'report', 'on', 'inner', 'london', 'is', 'as', 'gruesome', 'as', 'any', 'ever', 'presented', '(', 'and', 'is', 'itself', 'revealing', 'of', 'common', 'prejudices', 'in', 'its', 'choice', 'of', 'indicators', 'of', 'deprivation', ')', ':']"
56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['ron', 'todd', ',', 'the', 'general', 'secretary', 'of', 'the', 'transport', 'workers', ""'"", 'union', ',', 'said', 'that', 'today', ""'s"", 'vote', 'on', 'the', 'multilaterist', 'nuclear', 'defence', 'policy', 'would', 'not', 'yield', 'the', 'massive', 'and', 'overwhelming', 'majority', 'predicted', 'by', 'right-wingers', ',', 'and', 'he', 'warned', 'that', 'party', 'leaders', 'could', 'not', 'expect', 'everybody', 'to', 'goose-step', 'in', 'the', 'same', 'direction', 'once', 'the', 'policy', 'had', 'been', 'carried', '.']"
57,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","['mr', 'livingstone', 'said', 'he', 'was', 'against', 'pacts', ',', 'but', '10', 'years', 'of', 'thatcherism', 'had', 'demonstrated', 'the', 'dangers', 'of', 'giving', 'power', 'to', 'elites', '.']"
58,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['a', 'high', 'level', 'of', 'mobility', 'in', 'the', 'structure', 'allows', 'for', 'continuous', 'interchange', 'of', 'roles', 'and', 'ideas', ',', 'and', 'retains', 'for', 'the', 'unified', 'national', 'command', 'the', 'closeness', 'to', 'grass', 'roots', 'that', 'is', 'required', 'to', 'make', 'it', 'truly', 'reflect', 'people', ""'s"", 'wishes', 'and', 'sentiments', '.']"
59,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","['punters', 'often', 'try', 'to', 'avoid', 'paying', '.']"
60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['when', 'the', 'introductions', 'were', 'complete', ',', 'the', 'exec', 'director', ',', 'the', 'dda', ',', 'the', 'ddi', ',', 'sorge', 'and', 'nowak', 'settled', 'themselves', 'round', 'the', 'small', 'conference', 'table', '.']"
61,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['the', 'verbatim', 'reports', 'reached', 'most', 'of', 'the', 'newspapers', 'in', 'places', 'such', 'as', 'aberdeen', 'at', 'one', 'o', '""', 'clock', 'in', 'the', 'morning', 'of', 'the', '30th', '.', '""']"
62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['instead', ',', 'she', ""'s"", 'been', 'saved', 'for', 'the', 'moment', 'by', 'an', 'old-fashioned', 'storyteller', ',', 'worth', 'millions', 'george', 'lucas', 'of', 'star', 'wars', '.']"
63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['i', 'mean', ',', 'it', 'was', 'just', 'the', 'words', 'they', 'were', 'using', ',', 'i', 'mean', 'oh', 'it', 'makes', 'you', 'cringe', ',', 'oh', 'and', 'then', 'that', 'er', 'girl', 'oh', 'she', ""'s"", 'done', 'quite', 'a', 'few', 'things', 'recently', '.']"
64,"[0, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","['has', 'he', 'got', 'that', 'thing', 'going', '?']"
65,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['he', 'did', 'not', 'loosen', 'his', 'links', 'with', 'the', 'athletes', 'when', 'projected', 'upwards', 'into', 'the', 'presidency', '.']"
66,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['finally', ',', 'after', 'the', 'third', 'month', 'passed', 'with', 'no', 'rent', 'received', ',', 'debbie', 'phoned', 'the', 'tenants', ',', 'asked', 'them', 'to', 'pay', 'her', 'directly', ',', 'and', 'sent', 'landlords', 'a', 'recorded-delivery', 'letter', ',', 'which', 'was', 'returned', ',', 'and', 'finally', 'one', 'by', 'ordinary', 'post', 'stating', 'that', 'landlords', 'were', 'no', 'longer', 'employed', 'as', 'the', 'managing', 'agents', '.']"
67,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]","['she', ""'s"", 'not', 'allowed', 'to', 'move']"
